Animal Name,Type of Animal,Primary Breed,TPD Sector,Latitude & Longitude,count
GAIUS,CAT,DOMESTIC SH,1,"(47.303888, -122.414003)",1
HAMILTON,DOG,POMERANIAN,3,"(47.210577, -122.472741)",1
BENJI,DOG,NORWICH TERRIER,4,"(47.231916, -122.401109)",1
CHICO,DOG,PEKINGESE,4,"(47.231916, -122.401109)",1
CLAWS,CAT,DOMESTICMEDHAIR,4,"(47.234295, -122.397456)",1
RUFUS,DOG,PIT BULL,2,"(47.247661, -122.474051)",1
SIMBA,DOG,LABRADOR RETR,3,"(47.190594, -122.472851)",1
SWEET PEA,CAT,SIAMESE,2,"(47.263447, -122.445095)",1
JAKE,DOG,LABRADOR RETR,2,"(47.287671, -122.501538)",1
CHESTER,CAT,DOMESTIC MH,2,"(47.264371, -122.492292)",1
YOGI BEAR,DOG,GERM SHEPHERD,3,"(47.198478, -122.501132)",1
MAX,DOG,GERM SHEPHERD,3,"(47.199935, -122.472675)",1
STELLA,DOG,GERM SHEPHERD,3,"(47.199935, -122.472675)",1
BK,CAT,DOMESTIC MH,1,"(47.287627, -122.374143)",1
MCGILL,CAT,DOMESTIC SH,1,"(47.287627, -122.374143)",1
BEAUTY,DOG,AUST SHEPHERD,2,"(47.266488, -122.513604)",1
LEELOO,CAT,DOMESTIC LH,2,"(47.261657, -122.443058)",1
LILLY,CAT,DOMESTIC SH,1,"(47.294306, -122.388906)",1
ROSIE,DOG,DACHSHUND,3,"(47.196577, -122.50242)",1
BEAR,DOG,POMERANIAN,4,"(47.214977, -122.43522)",1
PUMA,CAT,DOMESTIC SH,2,"(47.260177, -122.48922)",1
GIBSON,DOG,GOLDEN RETR,2,"(47.273522, -122.475038)",1
SIMON,CAT,SIAMESE,2,"(47.262928, -122.511602)",1
LAIKA,DOG,POMERANIAN,3,"(47.190477, -122.47792)",1
RILEY,CAT,DOMESTIC LH,1,"(47.241148, -122.456572)",1
FRADY CAT,CAT,SIAMESE,2,"(47.274082, -122.472485)",1
MASON,CAT,DOMESTIC SH,4,"(47.211983, -122.428399)",1
STELLA,CAT,DOMESTIC SH,1,"(47.303278, -122.41332)",1
SHERLOCK,DOG,LABRADOR RETR,2,"(47.268216, -122.524253)",1
SADIE,DOG,ROTTWEILER,2,"(47.27428, -122.504547)",1
FRANKIE,CAT,DOMESTIC SH,5,"(47.240979, -122.509867)",1
CLEOPATRA,DOG,MIN PINSCHER,2,"(47.250615, -122.535477)",1
SINATRA,CAT,SIAMESE,2,"(47.263203, -122.467006)",1
BING,CAT,SIAMESE,2,"(47.263203, -122.467006)",1
BABY,DOG,DACHSHUND,2,"(47.262436, -122.494031)",1
PATCH,DOG,CHIHUAHUA SH,4,"(47.189457, -122.44425)",1
GRETA,DOG,GERM SHEPHERD,2,"(47.28918, -122.510352)",1
FINNEGAN,CAT,DOMESTIC SH,2,"(47.266045, -122.538988)",1
OLIVER,CAT,DOMESTIC SH,2,"(47.266045, -122.538988)",1
PEPPER,DOG,POODLE TOY,3,"(43.010468, -88.014256)",1
CHUCK,CAT,DOMESTIC SH,1,"(43.709249, -86.431336)",1
GEORGE,CAT,DOMESTIC SH,1,"(43.709249, -86.431336)",1
CHARLIE,DOG,ENG SPRNGR SPAN,3,"(47.193195, -122.475177)",1
BOAZ,DOG,DALMATIAN,4,"(47.199694, -122.443588)",1
CHAMP,DOG,BASSET HOUND,3,"(47.205069, -122.501723)",1
BRANDY,DOG,DOBERMAN PINSCH,2,"(47.263369, -122.493903)",1
GRACIE,CAT,DOMESTIC SH,1,"(47.30096, -122.427734)",1
PIZZA,DOG,DACHSHUND,3,"(47.20753, -122.467074)",1
COCO,CAT,DOMESTIC SH,1,"(47.250236, -122.46053)",1
OLIVER,DOG,DACHSHUND LH,1,"(47.289788, -122.38102)",1
ELKIE,DOG,LABRADOR RETR,2,"(47.254349, -122.532306)",1
SMOKEY,CAT,DOMESTIC SH,1,"(47.280629, -122.36563)",1
ROCKY,CAT,DOMESTIC SH,4,"(47.229293, -122.435013)",1
EDDIE,DOG,POODLE STND,2,"(47.280775, -122.50422)",1
LUCY,DOG,AUST KELPIE,4,"(47.181743, -122.452257)",1
SIERRA,DOG,AIREDALE TERR,4,"(47.181743, -122.452257)",1
GRACE,DOG,GERM SHEPHERD,4,"(47.181743, -122.452257)",1
WILLOWBEE,CAT,DOMESTIC SH,3,"(47.222677, -122.49462)",1
CIDER,DOG,GERM SHEPHERD,2,"(47.284577, -122.51462)",1
DOZER,DOG,PIT BULL,2,"(47.253773, -122.488105)",1
AVA,DOG,DACHSHUND,4,"(47.215038, -122.447333)",1
BABY,DOG,CHIHUAHUA SH,4,"(47.215038, -122.447333)",1
KHALESI,CAT,DOMESTIC SH,3,"(47.232477, -122.48042)",1
ETHEL,DOG,DACHSHUND,4,"(47.195132, -122.412514)",1
OBIWAUKENOBI,CAT,DOMESTIC SH,3,"(47.19796, -122.499934)",1
SKIPPY,DOG,POODLE STND,2,"(47.292134, -122.518991)",1
IZZIE,CAT,DOMESTIC SH,2,"(47.279256, -122.486575)",1
LUCY,CAT,DOMESTIC SH,2,"(47.279256, -122.486575)",1
GINGER,DOG,LABRADOR RETR,2,"(47.273124, -122.47867)",1
OREO,DOG,AMERICAN STAFF,1,"(29.667145, -83.360737)",1
KIKO,DOG,POODLE TOY,2,"(47.263359, -122.506209)",1
SNOW,DOG,POODLE MIN,2,"(47.263359, -122.506209)",1
JAY,CAT,DOMESTIC MH,4,"(47.216759, -122.406623)",1
MAXIE,CAT,DOMESTIC SH,4,"(47.17352, -122.442643)",1
KATIE,CAT,DOMESTIC SH,3,"(47.194618, -122.47062)",1
SHORTY,DOG,CHIHUAHUA SH,3,"(47.190331, -122.45381)",1
ROSIE,DOG,LABRADOR RETR,1,"(40.390259, -91.408106)",1
ABIGAIL,DOG,CHIHUAHUA LH,2,"(47.265218, -122.538426)",1
SALLY,DOG,BEAGLE,2,"(47.289783, -122.522002)",1
SCREECH,CAT,RAGDOLL,4,"(47.213856, -122.428414)",1
GRAY,CAT,DOMESTIC SH,2,"(47.269878, -122.453529)",1
WHITE,CAT,DOMESTIC SH,2,"(47.269878, -122.453529)",1
SHRIMP,DOG,PIT BULL,1,"(47.254748, -122.443782)",1
MOLLY,CAT,DOMESTIC LH,2,"(47.276609, -122.493984)",1
CHICO,DOG,TOY FOX TERRIER,2,"(47.257513, -122.468512)",1
HOWARD,DOG,COCKER SPAN,2,"(47.264228, -122.457712)",1
HUNTER,DOG,GERM SHEPHERD,4,"(47.184877, -122.436402)",1
BUHL,DOG,MASTIFF,4,"(47.215625, -122.440976)",1
BOBBI,DOG,LABRADOR RETR,2,"(47.25464, -122.476911)",1
SIMBA,CAT,DOMESTIC SH,3,"(47.211102, -122.465558)",1
MIYAN,CAT,DOMESTIC SH,3,"(47.211102, -122.465558)",1
SITA,CAT,DOMESTIC SH,3,"(47.211102, -122.465558)",1
POLLY,DOG,DACHSHUND,4,"(47.201077, -122.41392)",1
KIPPER,DOG,GERM SHEPHERD,4,"(47.185777, -122.44112)",1
PEPPY,DOG,POMERANIAN,4,"(47.19675, -122.415792)",1
SEAN,CAT,DOMESTIC LH,4,"(47.214651, -122.425547)",1
WALLY,CAT,DOMESTIC SH,3,"(47.212777, -122.45372)",1
MAGGIE MAE,CAT,DOMESTIC MH,2,"(47.255047, -122.492701)",1
FRITZY,CAT,DOMESTIC SH,1,"(47.282133, -122.369654)",1
CANUCK,DOG,AMER ESKIMO,4,"(47.167577, -122.43212)",1
NOODLE,CAT,SIAMESE,2,"(47.29136, -122.507513)",1
NYM,CAT,SIAMESE,2,"(47.29136, -122.507513)",1
LADY,DOG,LABRADOR RETR,4,"(47.216492, -122.423943)",1
COSMO,CAT,DOMESTIC SH,2,"(47.244704, -122.554016)",1
LUCY,CAT,DOMESTIC SH,2,"(47.244704, -122.554016)",1
EDDIE,DOG,LABRADOR RETR,4,"(47.171349, -122.454575)",1
MINI,CAT,DOMESTIC SH,3,"(47.226688, -122.457812)",1
PILIKIA,CAT,DOMESTIC SH,2,"(47.268565, -122.486331)",1
MOLLY,DOG,COCKER SPAN,2,"(43.136533, -87.9795)",1
JELLY,CAT,DOMESTIC MH,4,"(47.210649, -122.441014)",1
MISTY,DOG,NS DUCK TOLLING,2,"(41.931836, -87.775132)",1
KYZER,DOG,ROTTWEILER,4,"(47.21134, -122.450691)",1
JASMINE,CAT,DOMESTIC SH,2,"(47.274303, -122.513392)",1
NALA,DOG,BASENJI,2,"(47.256877, -122.47452)",1
OLLIE,DOG,LABRADOR RETR,2,"(47.259648, -122.46892)",1
TONKA,DOG,LABRADOR RETR,2,"(47.259648, -122.46892)",1
APOLLO,DOG,SALUKI,2,"(47.294277, -122.521292)",1
CHLOE,DOG,PUG,2,"(47.290618, -122.51882)",1
EZRA,DOG,ITAL GREYHOUND,3,"(47.215677, -122.480292)",1
ABBY,DOG,POMERANIAN,2,"(47.290177, -122.51472)",1
EVIE,CAT,AMER SH,2,"(47.26992, -122.479704)",1
CALLIE,DOG,GERM SHEPHERD,2,"(47.249489, -122.543046)",1
LILO,CAT,DOMESTIC MH,2,"(47.252448, -122.507832)",1
JULIO,DOG,PARSON RUSS TER,3,"(47.184845, -122.459473)",1
MICHAEL,CAT,DOMESTIC SH,4,"(47.210648, -122.440201)",1
KIRBY,CAT,DOMESTIC SH,2,"(47.269638, -122.45302)",1
PONGO,DOG,CHIHUAHUA SH,3,"(47.226677, -122.45022)",1
SWEETIE BELL,DOG,GERM SHEPHERD,3,"(47.227177, -122.461201)",1
SCOOTALOO,DOG,GERM SHEPHERD,2,"(47.257552, -122.476602)",1
ISABELLA,CAT,DOMESTIC LH,4,"(47.184877, -122.43502)",1
KENZI,DOG,CHIHUAHUA SH,2,"(47.260277, -122.46842)",1
AMBER,DOG,MALTESE,3,"(47.18889, -122.473442)",1
ODY*SSEUS,CAT,SIAMESE,2,"(47.24762, -122.490687)",1
JUDE,CAT,DOMESTIC LH,2,"(47.253104, -122.534405)",1
CHLOE,DOG,BICHON FRISE,2,"(47.264825, -122.525002)",1
DAISY MAE,CAT,DOMESTIC SH,2,"(47.261198, -122.446662)",1
CJ,DOG,COCKER SPAN,2,"(47.288448, -122.522784)",1
MINNIE,DOG,BOSTON TERRIER,2,"(47.260221, -122.447106)",1
CHARLIE,DOG,LABRADOR RETR,4,"(47.19495, -122.445478)",1
BAILEY,DOG,BASSET HOUND,4,"(47.19495, -122.445478)",1
COOPER,DOG,GERM SHEPHERD,1,"(47.286646, -122.372998)",1
HENRY,CAT,DOMESTIC SH,2,"(47.262968, -122.450961)",1
BABY GIRL,CAT,DOMESTIC SH,4,"(41.83296, -90.315755)",1
DIEGO,CAT,DOMESTIC SH,4,"(47.202354, -122.4102)",1
TYNER,CAT,DOMESTIC SH,4,"(47.202354, -122.4102)",1
MARLEY,DOG,ENG SPRNGR SPAN,4,"(47.201281, -122.42989)",1
SASHA,DOG,GERM SHEPHERD,1,"(47.282421, -122.3721)",1
STEVI,DOG,PUG,4,"(47.216577, -122.42872)",1
WINSTON,DOG,PUG,4,"(47.216577, -122.42872)",1
BILL,DOG,PUG,4,"(47.216577, -122.42872)",1
JURIS,DOG,LABRADOR RETR,1,"(47.300162, -122.422308)",1
SAM,DOG,BICHON FRISE,4,"(47.178211, -122.441593)",1
LUCY,DOG,SIBERIAN HUSKY,2,"(47.267262, -122.477369)",1
SCRUMPET,CAT,DOMESTIC SH,2,"(47.267989, -122.480523)",1
G,DOG,GERM SHEPHERD,4,"(47.214343, -122.438594)",1
SEDONA,DOG,BICHON FRISE,1,"(47.285787, -122.380117)",1
FRIEDA,DOG,ROTTWEILER,2,"(47.281613, -122.525763)",1
MISSY,CAT,DOMESTIC MH,2,"(30.113997, -92.498082)",1
SAN SARGIN,DOG,AUST SHEPHERD,1,"(47.286177, -122.393356)",1
JASMINE,CAT,DOMESTIC LH,2,"(47.254811, -122.539237)",1
MARLEY,DOG,GERM SHEPHERD,1,"(47.246361, -122.45724)",1
MATTIE,DOG,DACHSHUND,3,"(47.210637, -122.454986)",1
ROCKY ROAD,DOG,BULLMASTIFF,4,"(31.147891, -85.456008)",1
TIKI,DOG,POMERANIAN,4,"(47.211077, -122.41862)",1
FRANNY,DOG,YORKSHIRE TERR,2,"(47.257729, -122.504126)",1
WILLY,DOG,CHIHUAHUA SH,3,"(47.211102, -122.465558)",1
WHELAN,DOG,CHIHUAHUA SH,3,"(47.211102, -122.465558)",1
CHARLIE,DOG,DOBERMAN PINSCH,2,"(47.290345, -122.494187)",1
ABBIGAIL,CAT,DOMESTIC LH,3,"(47.216948, -122.481562)",1
LONDON,DOG,PARSON RUSS TER,2,"(47.253568, -122.495522)",1
COOKIE,CAT,DOMESTIC SH,2,"(47.255677, -122.54602)",1
BC,CAT,DOMESTIC SH,2,"(47.255877, -122.47732)",1
MERLIN,DOG,WELSH CORGI PEM,2,"(47.267328, -122.475952)",1
JACQUES,DOG,FRENCH BULLDOG,2,"(47.265499, -122.450812)",1
GEORGE,CAT,DOMESTIC SH,2,"(47.262463, -122.538123)",1
DILLY,DOG,DACHSHUND,4,"(47.205227, -122.440207)",1
LIONNESS,CAT,DOMESTIC MH,3,"(47.194777, -122.47942)",1
BARTON,DOG,WELSH CORGI PEM,4,"(47.210265, -122.440635)",1
BELLA,DOG,DACHSHUND,4,"(47.201437, -122.405809)",1
BEAU,DOG,DACHSHUND,2,"(47.278999, -122.520143)",1
TIGGER,CAT,DOMESTIC SH,3,"(47.214977, -122.45572)",1
BRUTUS,DOG,AMER BULLDOG,1,"(47.291477, -122.38072)",1
MARIAH,CAT,DOMESTIC LH,2,"(47.271618, -122.517972)",1
SCOOTER,CAT,DOMESTIC SH,4,"(47.211461, -122.448858)",1
KADO,DOG,GERM SHEPHERD,1,"(47.296433, -122.392699)",1
NEKO,CAT,DOMESTIC MH,3,"(47.233608, -122.494952)",1
BAD KITTY,CAT,DOMESTIC SH,3,"(47.199805, -122.478057)",1
DODGER,DOG,CHIHUAHUA SH,1,"(47.253701, -122.455667)",1
BEANIE,DOG,DACHSHUND,2,"(47.251777, -122.53932)",1
MONKEY,CAT,DOMESTIC SH,2,"(47.187138, -122.378562)",1
KADO,CAT,DOMESTIC SH,1,"(47.300162, -122.422308)",1
HOLLY,DOG,BICHON FRISE,5,"(47.23206, -122.517056)",1
MYSTIC,DOG,SIBERIAN HUSKY,1,"(47.253896, -122.459039)",1
RUSTY,DOG,GOLDEN RETR,4,"(47.204667, -122.45015)",1
WINSTON,DOG,DACHSHUND,4,"(47.214677, -122.43082)",1
SUGAR,DOG,LABRADOR RETR,4,"(47.218677, -122.43462)",1
NO NAME,CAT,DOMESTIC LH,1,"(47.289677, -122.40102)",1
SIDNEY,DOG,GREYHOUND,4,"(47.179447, -122.449938)",1
DAISY,DOG,PIT BULL,2,"(47.265745, -122.481324)",1
ROSIE,CAT,DOMESTIC SH,2,"(47.265318, -122.506194)",1
DAX,DOG,DOBERMAN PINSCH,2,"(47.246777, -122.47552)",1
DET BENSON,CAT,DOMESTIC MH,5,"(47.234428, -122.505672)",1
CHANOOK,DOG,SIBERIAN HUSKY,2,"(47.254818, -122.466744)",1
CHEENA,DOG,SIBERIAN HUSKY,2,"(47.254818, -122.466744)",1
NYLA,DOG,LABRADOR RETR,4,"(47.212988, -122.42968)",1
MISS MUFFETT,DOG,LHASA APSO,4,"(47.176947, -122.442336)",1
CHIP,DOG,LABRADOR RETR,1,"(47.308905, -122.420854)",1
ROSIE,DOG,CHIHUAHUA SH,2,"(47.296295, -122.526979)",1
STEPHEN,CAT,DOMESTIC SH,2,"(47.295077, -122.52852)",1
MISSY,CAT,DOMESTIC SH,1,"(47.282133, -122.369654)",1
JASMINE,DOG,GERM SHEPHERD,2,"(47.287953, -122.496356)",1
SOPHIE,DOG,GERM SHEPHERD,2,"(47.287953, -122.496356)",1
BAILEY,CAT,DOMESTIC SH,4,"(47.233182, -122.420835)",1
BUFFY,CAT,DOMESTIC SH,2,"(47.286862, -122.511302)",1
ROWDY,DOG,PARSON RUSS TER,2,"(47.277668, -122.485201)",1
SUNSHINE,CAT,DOMESTIC SH,1,"(47.246838, -122.452862)",1
STANLEY,CAT,DOMESTIC SH,4,"(47.218077, -122.39992)",1
KONA,DOG,LABRADOR RETR,1,"(47.252458, -122.461053)",1
ACE,DOG,LABRADOR RETR,4,"(47.188055, -122.44417)",1
PINTO,DOG,AIREDALE TERR,1,"(47.238458, -122.458762)",1
ANNIE,CAT,DOMESTIC SH,2,"(47.243146, -122.531961)",1
SALSA,DOG,POMERANIAN,4,"(47.199969, -122.432997)",1
TANK,DOG,PIT BULL,1,"(47.246448, -122.43952)",1
OLLIE,DOG,DACHSHUND,2,"(47.251472, -122.485451)",1
MISSY,CAT,DOMESTIC SH,2,"(47.251719, -122.503408)",1
ZOE,CAT,DOMESTIC SH,2,"(47.271517, -122.468318)",1
BUDDY,DOG,LABRADOR RETR,4,"(47.180648, -122.422532)",1
NAULA,CAT,DOMESTIC SH,2,"(47.276609, -122.493984)",1
MINNIE,CAT,DOMESTIC SH,2,"(47.276609, -122.493984)",1
SAVACHE,DOG,DACHSHUND,4,"(47.22784, -122.440038)",1
TYSON,DOG,BOSTON TERRIER,1,"(47.30673, -122.426262)",1
MARTY,DOG,PIT BULL,2,"(47.250477, -122.49122)",1
CASH,DOG,LABRADOR RETR,1,"(47.239877, -122.44572)",1
OREO,DOG,FOX TERR SMOOTH,4,"(47.196773, -122.42662)",1
ALBUS,DOG,COLLIE ROUGH,4,"(47.170198, -122.46742)",1
SEVERUS,DOG,LABRADOR RETR,4,"(47.170198, -122.46742)",1
ELMER,DOG,PEKINGESE,1,"(47.301777, -122.41842)",1
DAISY,DOG,AMER ESKIMO,1,"(47.301777, -122.41842)",1
GINGER,DOG,SHIH TZU,2,"(47.257774, -122.54582)",1
CAPONE,DOG,FRENCH BULLDOG,3,"(47.233608, -122.494952)",1
GERTRUDE,DOG,COLLIE SMOOTH,2,"(47.28166, -122.488279)",1
CLARENCE,DOG,CHIHUAHUA SH,1,"(47.253108, -122.449322)",1
FINN,DOG,LABRADOR RETR,4,"(47.225877, -122.43712)",1
MISSY,CAT,DOMESTIC SH,2,"(47.244502, -122.512585)",1
CAMILLA,CAT,SIAMESE,2,"(47.261932, -122.459731)",1
